"","Plot.ID","Year","DOY","HoyeTaxon","CatchID","Plot_A","Plot_B","Plot_C","Plot_D","Plot_E","Plot_F","Plot_G","Plot_H","Days.A","Days.B","Days.C","Days.D","Days.E","Days.F","Days.G","Days.H","UnitID","TrapDays","TotalCatch1","CatchPerTrapDay","plot_id"
"27","Art1","1996","169","Linyphiidae","Art1_1996_169_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_169",28,0,0,1
"28","Art1","1996","169","Muscidae","Art1_1996_169_Muscidae",11,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_169",28,11,0.392857142857143,1
"29","Art1","1996","169","Nymphalidae","Art1_1996_169_Nymphalidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_169",28,0,0,1
"30","Art1","1996","169","Sciaridae","Art1_1996_169_Sciaridae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_169",28,0,0,1
"31","Art1","1996","176","Bombus","Art1_1996_176_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,0,0,1
"32","Art1","1996","176","Chironomidae","Art1_1996_176_Chironomidae",3240,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,3240,115.714285714286,1
"33","Art1","1996","176","Coccoidea","Art1_1996_176_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,0,0,1
"34","Art1","1996","176","Collembola","Art1_1996_176_Collembola",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,0,0,1
"35","Art1","1996","176","Culicidae","Art1_1996_176_Culicidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,0,0,1
"36","Art1","1996","176","Ichneumonidae","Art1_1996_176_Ichneumonidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,0,0,1
"37","Art1","1996","176","Linyphiidae","Art1_1996_176_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,0,0,1
"38","Art1","1996","176","Muscidae","Art1_1996_176_Muscidae",22,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,22,0.785714285714286,1
"39","Art1","1996","176","Nymphalidae","Art1_1996_176_Nymphalidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,0,0,1
"40","Art1","1996","176","Sciaridae","Art1_1996_176_Sciaridae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_176",28,0,0,1
"41","Art1","1996","183","Bombus","Art1_1996_183_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,0,0,1
"42","Art1","1996","183","Chironomidae","Art1_1996_183_Chironomidae",1507,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,1507,53.8214285714286,1
"43","Art1","1996","183","Coccoidea","Art1_1996_183_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,0,0,1
"44","Art1","1996","183","Collembola","Art1_1996_183_Collembola",5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,5,0.178571428571429,1
"45","Art1","1996","183","Culicidae","Art1_1996_183_Culicidae",14,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,14,0.5,1
"46","Art1","1996","183","Ichneumonidae","Art1_1996_183_Ichneumonidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,0,0,1
"47","Art1","1996","183","Linyphiidae","Art1_1996_183_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,0,0,1
"48","Art1","1996","183","Muscidae","Art1_1996_183_Muscidae",181,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,181,6.46428571428571,1
"49","Art1","1996","183","Nymphalidae","Art1_1996_183_Nymphalidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,0,0,1
"50","Art1","1996","183","Sciaridae","Art1_1996_183_Sciaridae",8,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_183",28,8,0.285714285714286,1
"51","Art1","1996","190","Bombus","Art1_1996_190_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,0,0,1
"52","Art1","1996","190","Chironomidae","Art1_1996_190_Chironomidae",424,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,424,15.1428571428571,1
"53","Art1","1996","190","Coccoidea","Art1_1996_190_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,0,0,1
"54","Art1","1996","190","Collembola","Art1_1996_190_Collembola",35,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,35,1.25,1
"55","Art1","1996","190","Culicidae","Art1_1996_190_Culicidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,0,0,1
"56","Art1","1996","190","Ichneumonidae","Art1_1996_190_Ichneumonidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,0,0,1
"57","Art1","1996","190","Linyphiidae","Art1_1996_190_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,0,0,1
"58","Art1","1996","190","Muscidae","Art1_1996_190_Muscidae",294,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,294,10.5,1
"59","Art1","1996","190","Nymphalidae","Art1_1996_190_Nymphalidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,0,0,1
"60","Art1","1996","190","Sciaridae","Art1_1996_190_Sciaridae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_190",28,1,0.0357142857142857,1
"61","Art1","1996","197","Bombus","Art1_1996_197_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,0,0,1
"62","Art1","1996","197","Chironomidae","Art1_1996_197_Chironomidae",318,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,318,11.3571428571429,1
"63","Art1","1996","197","Coccoidea","Art1_1996_197_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,0,0,1
"64","Art1","1996","197","Collembola","Art1_1996_197_Collembola",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,0,0,1
"65","Art1","1996","197","Culicidae","Art1_1996_197_Culicidae",25,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,25,0.892857142857143,1
"66","Art1","1996","197","Ichneumonidae","Art1_1996_197_Ichneumonidae",12,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,12,0.428571428571429,1
"67","Art1","1996","197","Linyphiidae","Art1_1996_197_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,0,0,1
"68","Art1","1996","197","Muscidae","Art1_1996_197_Muscidae",294,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,294,10.5,1
"69","Art1","1996","197","Nymphalidae","Art1_1996_197_Nymphalidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,0,0,1
"70","Art1","1996","197","Sciaridae","Art1_1996_197_Sciaridae",2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_197",28,2,0.0714285714285714,1
"71","Art1","1996","204","Bombus","Art1_1996_204_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,0,0,1
"72","Art1","1996","204","Chironomidae","Art1_1996_204_Chironomidae",575,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,575,20.5357142857143,1
"73","Art1","1996","204","Coccoidea","Art1_1996_204_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,0,0,1
"74","Art1","1996","204","Collembola","Art1_1996_204_Collembola",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,0,0,1
"75","Art1","1996","204","Culicidae","Art1_1996_204_Culicidae",32,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,32,1.14285714285714,1
"76","Art1","1996","204","Ichneumonidae","Art1_1996_204_Ichneumonidae",13,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,13,0.464285714285714,1
"77","Art1","1996","204","Linyphiidae","Art1_1996_204_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,0,0,1
"78","Art1","1996","204","Muscidae","Art1_1996_204_Muscidae",255,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,255,9.10714285714286,1
"79","Art1","1996","204","Nymphalidae","Art1_1996_204_Nymphalidae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,1,0.0357142857142857,1
"80","Art1","1996","204","Sciaridae","Art1_1996_204_Sciaridae",12,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_204",28,12,0.428571428571429,1
"81","Art1","1996","211","Bombus","Art1_1996_211_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,0,0,1
"82","Art1","1996","211","Chironomidae","Art1_1996_211_Chironomidae",127,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,127,4.53571428571429,1
"83","Art1","1996","211","Coccoidea","Art1_1996_211_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,0,0,1
"84","Art1","1996","211","Collembola","Art1_1996_211_Collembola",14,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,14,0.5,1
"85","Art1","1996","211","Culicidae","Art1_1996_211_Culicidae",21,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,21,0.75,1
"86","Art1","1996","211","Ichneumonidae","Art1_1996_211_Ichneumonidae",6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,6,0.214285714285714,1
"87","Art1","1996","211","Linyphiidae","Art1_1996_211_Linyphiidae",2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,2,0.0714285714285714,1
"88","Art1","1996","211","Muscidae","Art1_1996_211_Muscidae",78,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,78,2.78571428571429,1
"89","Art1","1996","211","Nymphalidae","Art1_1996_211_Nymphalidae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,1,0.0357142857142857,1
"90","Art1","1996","211","Sciaridae","Art1_1996_211_Sciaridae",26,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_211",28,26,0.928571428571429,1
"91","Art1","1996","218","Bombus","Art1_1996_218_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,0,0,1
"92","Art1","1996","218","Chironomidae","Art1_1996_218_Chironomidae",78,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,78,2.78571428571429,1
"93","Art1","1996","218","Coccoidea","Art1_1996_218_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,0,0,1
"94","Art1","1996","218","Collembola","Art1_1996_218_Collembola",5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,5,0.178571428571429,1
"95","Art1","1996","218","Culicidae","Art1_1996_218_Culicidae",6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,6,0.214285714285714,1
"96","Art1","1996","218","Ichneumonidae","Art1_1996_218_Ichneumonidae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,1,0.0357142857142857,1
"97","Art1","1996","218","Linyphiidae","Art1_1996_218_Linyphiidae",4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,4,0.142857142857143,1
"98","Art1","1996","218","Muscidae","Art1_1996_218_Muscidae",55,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,55,1.96428571428571,1
"99","Art1","1996","218","Nymphalidae","Art1_1996_218_Nymphalidae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,1,0.0357142857142857,1
"100","Art1","1996","218","Sciaridae","Art1_1996_218_Sciaridae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_218",28,1,0.0357142857142857,1
"101","Art1","1996","225","Bombus","Art1_1996_225_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,0,0,1
"102","Art1","1996","225","Chironomidae","Art1_1996_225_Chironomidae",22,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,22,0.785714285714286,1
"103","Art1","1996","225","Coccoidea","Art1_1996_225_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,0,0,1
"104","Art1","1996","225","Collembola","Art1_1996_225_Collembola",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,0,0,1
"105","Art1","1996","225","Culicidae","Art1_1996_225_Culicidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,0,0,1
"106","Art1","1996","225","Ichneumonidae","Art1_1996_225_Ichneumonidae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,1,0.0357142857142857,1
"107","Art1","1996","225","Linyphiidae","Art1_1996_225_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,0,0,1
"108","Art1","1996","225","Muscidae","Art1_1996_225_Muscidae",56,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,56,2,1
"109","Art1","1996","225","Nymphalidae","Art1_1996_225_Nymphalidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,0,0,1
"110","Art1","1996","225","Sciaridae","Art1_1996_225_Sciaridae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_225",28,1,0.0357142857142857,1
"111","Art1","1996","232","Bombus","Art1_1996_232_Bombus",4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,4,0.142857142857143,1
"112","Art1","1996","232","Chironomidae","Art1_1996_232_Chironomidae",60,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,60,2.14285714285714,1
"113","Art1","1996","232","Coccoidea","Art1_1996_232_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,0,0,1
"114","Art1","1996","232","Collembola","Art1_1996_232_Collembola",3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,3,0.107142857142857,1
"115","Art1","1996","232","Culicidae","Art1_1996_232_Culicidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,0,0,1
"116","Art1","1996","232","Ichneumonidae","Art1_1996_232_Ichneumonidae",5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,5,0.178571428571429,1
"117","Art1","1996","232","Linyphiidae","Art1_1996_232_Linyphiidae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,1,0.0357142857142857,1
"118","Art1","1996","232","Muscidae","Art1_1996_232_Muscidae",68,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,68,2.42857142857143,1
"119","Art1","1996","232","Nymphalidae","Art1_1996_232_Nymphalidae",2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,2,0.0714285714285714,1
"120","Art1","1996","232","Sciaridae","Art1_1996_232_Sciaridae",13,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_232",28,13,0.464285714285714,1
"121","Art1","1996","239","Bombus","Art1_1996_239_Bombus",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,1,0.0357142857142857,1
"122","Art1","1996","239","Chironomidae","Art1_1996_239_Chironomidae",27,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,27,0.964285714285714,1
"123","Art1","1996","239","Coccoidea","Art1_1996_239_Coccoidea",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,1,0.0357142857142857,1
"124","Art1","1996","239","Collembola","Art1_1996_239_Collembola",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,1,0.0357142857142857,1
"125","Art1","1996","239","Culicidae","Art1_1996_239_Culicidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,0,0,1
"126","Art1","1996","239","Ichneumonidae","Art1_1996_239_Ichneumonidae",5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,5,0.178571428571429,1
"127","Art1","1996","239","Linyphiidae","Art1_1996_239_Linyphiidae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,1,0.0357142857142857,1
"128","Art1","1996","239","Muscidae","Art1_1996_239_Muscidae",30,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,30,1.07142857142857,1
"129","Art1","1996","239","Nymphalidae","Art1_1996_239_Nymphalidae",1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,1,0.0357142857142857,1
"130","Art1","1996","239","Sciaridae","Art1_1996_239_Sciaridae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1996_239",28,0,0,1
"131","Art1","1997","154","Bombus","Art1_1997_154_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"132","Art1","1997","154","Chironomidae","Art1_1997_154_Chironomidae",63,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,63,2.25,1
"133","Art1","1997","154","Coccoidea","Art1_1997_154_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"134","Art1","1997","154","Collembola","Art1_1997_154_Collembola",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"135","Art1","1997","154","Culicidae","Art1_1997_154_Culicidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"136","Art1","1997","154","Ichneumonidae","Art1_1997_154_Ichneumonidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"137","Art1","1997","154","Linyphiidae","Art1_1997_154_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"138","Art1","1997","154","Muscidae","Art1_1997_154_Muscidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"139","Art1","1997","154","Nymphalidae","Art1_1997_154_Nymphalidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"140","Art1","1997","154","Phoridae","Art1_1997_154_Phoridae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"141","Art1","1997","154","Sciaridae","Art1_1997_154_Sciaridae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_154",28,0,0,1
"142","Art1","1997","161","Bombus","Art1_1997_161_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,0,0,1
"143","Art1","1997","161","Chironomidae","Art1_1997_161_Chironomidae",30,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,30,1.07142857142857,1
"144","Art1","1997","161","Coccoidea","Art1_1997_161_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,0,0,1
"145","Art1","1997","161","Collembola","Art1_1997_161_Collembola",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,0,0,1
"146","Art1","1997","161","Culicidae","Art1_1997_161_Culicidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,0,0,1
"147","Art1","1997","161","Ichneumonidae","Art1_1997_161_Ichneumonidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,0,0,1
"148","Art1","1997","161","Linyphiidae","Art1_1997_161_Linyphiidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,0,0,1
"149","Art1","1997","161","Muscidae","Art1_1997_161_Muscidae",2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,2,0.0714285714285714,1
"150","Art1","1997","161","Nymphalidae","Art1_1997_161_Nymphalidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,0,0,1
"151","Art1","1997","161","Phoridae","Art1_1997_161_Phoridae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,0,0,1
"152","Art1","1997","161","Sciaridae","Art1_1997_161_Sciaridae",7,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_161",28,7,0.25,1
"153","Art1","1997","168","Bombus","Art1_1997_168_Bombus",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_168",28,0,0,1
"154","Art1","1997","168","Chironomidae","Art1_1997_168_Chironomidae",156,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_168",28,156,5.57142857142857,1
"155","Art1","1997","168","Coccoidea","Art1_1997_168_Coccoidea",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_168",28,0,0,1
"156","Art1","1997","168","Collembola","Art1_1997_168_Collembola",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_168",28,0,0,1
"157","Art1","1997","168","Culicidae","Art1_1997_168_Culicidae",0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"Art1_1997_168",28,0,0,1
