"","Plot.ID","Year","DOY","HoyeTaxon","TrapDays","TotalCatch1","CatchPerTrapDay","plot_id","yearc","DOYs","DOYsqs"
"51","Art2",1996,211,"Ichneumonidae",28,9,0.321428571428571,1,1,0.49488421372353,0.244910384992757
"52","Art2",1996,211,"Linyphiidae",28,11,0.392857142857143,1,1,0.49488421372353,0.244910384992757
"53","Art2",1996,211,"Muscidae",28,38,1.35714285714286,1,1,0.49488421372353,0.244910384992757
"54","Art2",1996,211,"Sciaridae",28,14,0.5,1,1,0.49488421372353,0.244910384992757
"55","Art2",1996,218,"Chironomidae",28,9,0.321428571428571,1,1,0.764508516789953,0.584473272244374
"56","Art2",1996,218,"Collembola",28,3,0.107142857142857,1,1,0.764508516789953,0.584473272244374
"57","Art2",1996,218,"Ichneumonidae",28,6,0.214285714285714,1,1,0.764508516789953,0.584473272244374
"58","Art2",1996,218,"Linyphiidae",28,11,0.392857142857143,1,1,0.764508516789953,0.584473272244374
"59","Art2",1996,218,"Muscidae",28,26,0.928571428571429,1,1,0.764508516789953,0.584473272244374
"60","Art2",1996,218,"Sciaridae",28,20,0.714285714285714,1,1,0.764508516789953,0.584473272244374
"61","Art2",1996,225,"Chironomidae",28,14,0.5,1,1,1.03413281985638,1.0694306891041
"62","Art2",1996,225,"Collembola",28,0,0,1,1,1.03413281985638,1.0694306891041
"63","Art2",1996,225,"Ichneumonidae",28,7,0.25,1,1,1.03413281985638,1.0694306891041
"64","Art2",1996,225,"Linyphiidae",28,8,0.285714285714286,1,1,1.03413281985638,1.0694306891041
"65","Art2",1996,225,"Muscidae",28,42,1.5,1,1,1.03413281985638,1.0694306891041
"66","Art2",1996,225,"Sciaridae",28,5,0.178571428571429,1,1,1.03413281985638,1.0694306891041
"67","Art2",1996,232,"Chironomidae",28,6,0.214285714285714,1,1,1.3037571229228,1.69978263557194
"68","Art2",1996,232,"Collembola",28,1,0.0357142857142857,1,1,1.3037571229228,1.69978263557194
"69","Art2",1996,232,"Ichneumonidae",28,5,0.178571428571429,1,1,1.3037571229228,1.69978263557194
"70","Art2",1996,232,"Linyphiidae",28,31,1.10714285714286,1,1,1.3037571229228,1.69978263557194
"71","Art2",1996,232,"Muscidae",28,30,1.07142857142857,1,1,1.3037571229228,1.69978263557194
"72","Art2",1996,232,"Sciaridae",28,0,0,1,1,1.3037571229228,1.69978263557194
"73","Art2",1996,239,"Chironomidae",28,2,0.0714285714285714,1,1,1.57338142598922,2.47552911164788
"74","Art2",1996,239,"Collembola",28,2,0.0714285714285714,1,1,1.57338142598922,2.47552911164788
"75","Art2",1996,239,"Ichneumonidae",28,2,0.0714285714285714,1,1,1.57338142598922,2.47552911164788
"76","Art2",1996,239,"Linyphiidae",28,36,1.28571428571429,1,1,1.57338142598922,2.47552911164788
"77","Art2",1996,239,"Muscidae",28,14,0.5,1,1,1.57338142598922,2.47552911164788
"78","Art2",1996,239,"Sciaridae",28,0,0,1,1,1.57338142598922,2.47552911164788
"79","Art2",1997,154,"Chironomidae",29,1,0.0344827586206897,1,2,-1.70062796838877,2.89213548686612
"80","Art2",1997,154,"Collembola",29,0,0,1,2,-1.70062796838877,2.89213548686612
"81","Art2",1997,154,"Ichneumonidae",29,0,0,1,2,-1.70062796838877,2.89213548686612
"82","Art2",1997,154,"Linyphiidae",29,109,3.75862068965517,1,2,-1.70062796838877,2.89213548686612
"83","Art2",1997,154,"Muscidae",29,132,4.55172413793103,1,2,-1.70062796838877,2.89213548686612
"84","Art2",1997,154,"Sciaridae",29,0,0,1,2,-1.70062796838877,2.89213548686612
"85","Art2",1997,161,"Chironomidae",56,0,0,1,2,-1.43100366532235,2.04777149016599
"86","Art2",1997,161,"Collembola",56,21,0.375,1,2,-1.43100366532235,2.04777149016599
"87","Art2",1997,161,"Ichneumonidae",56,0,0,1,2,-1.43100366532235,2.04777149016599
"88","Art2",1997,161,"Linyphiidae",56,91,1.625,1,2,-1.43100366532235,2.04777149016599
"89","Art2",1997,161,"Muscidae",56,30,0.535714285714286,1,2,-1.43100366532235,2.04777149016599
"90","Art2",1997,161,"Sciaridae",56,3,0.0535714285714286,1,2,-1.43100366532235,2.04777149016599
"91","Art2",1997,168,"Chironomidae",49,12,0.244897959183673,1,2,-1.16137936225593,1.34880202307398
"92","Art2",1997,168,"Collembola",49,338,6.89795918367347,1,2,-1.16137936225593,1.34880202307398
"93","Art2",1997,168,"Ichneumonidae",49,0,0,1,2,-1.16137936225593,1.34880202307398
"94","Art2",1997,168,"Linyphiidae",49,95,1.93877551020408,1,2,-1.16137936225593,1.34880202307398
"95","Art2",1997,168,"Muscidae",49,10,0.204081632653061,1,2,-1.16137936225593,1.34880202307398
"96","Art2",1997,168,"Sciaridae",49,5,0.102040816326531,1,2,-1.16137936225593,1.34880202307398
"97","Art2",1997,175,"Chironomidae",56,176,3.14285714285714,1,2,-0.891755059189502,0.795227085590073
"98","Art2",1997,175,"Collembola",56,175,3.125,1,2,-0.891755059189502,0.795227085590073
"99","Art2",1997,175,"Ichneumonidae",56,0,0,1,2,-0.891755059189502,0.795227085590073
"100","Art2",1997,175,"Linyphiidae",56,136,2.42857142857143,1,2,-0.891755059189502,0.795227085590073
"101","Art2",1997,175,"Muscidae",56,38,0.678571428571429,1,2,-0.891755059189502,0.795227085590073
"102","Art2",1997,175,"Sciaridae",56,1,0.0178571428571429,1,2,-0.891755059189502,0.795227085590073
"103","Art2",1997,182,"Chironomidae",56,411,7.33928571428571,1,2,-0.622130756123079,0.387046677714274
"104","Art2",1997,182,"Collembola",56,367,6.55357142857143,1,2,-0.622130756123079,0.387046677714274
"105","Art2",1997,182,"Ichneumonidae",56,1,0.0178571428571429,1,2,-0.622130756123079,0.387046677714274
"106","Art2",1997,182,"Linyphiidae",56,137,2.44642857142857,1,2,-0.622130756123079,0.387046677714274
"107","Art2",1997,182,"Muscidae",56,278,4.96428571428571,1,2,-0.622130756123079,0.387046677714274
"108","Art2",1997,182,"Sciaridae",56,18,0.321428571428571,1,2,-0.622130756123079,0.387046677714274
"109","Art2",1997,189,"Chironomidae",56,272,4.85714285714286,1,2,-0.352506453056656,0.124260799446585
"110","Art2",1997,189,"Collembola",56,173,3.08928571428571,1,2,-0.352506453056656,0.124260799446585
"111","Art2",1997,189,"Ichneumonidae",56,3,0.0535714285714286,1,2,-0.352506453056656,0.124260799446585
"112","Art2",1997,189,"Linyphiidae",56,74,1.32142857142857,1,2,-0.352506453056656,0.124260799446585
"113","Art2",1997,189,"Muscidae",56,144,2.57142857142857,1,2,-0.352506453056656,0.124260799446585
"114","Art2",1997,189,"Sciaridae",56,7,0.125,1,2,-0.352506453056656,0.124260799446585
"115","Art2",1997,196,"Chironomidae",56,793,14.1607142857143,1,2,-0.0828821499902332,0.00686945078700352
"116","Art2",1997,196,"Collembola",56,545,9.73214285714286,1,2,-0.0828821499902332,0.00686945078700352
"117","Art2",1997,196,"Ichneumonidae",56,11,0.196428571428571,1,2,-0.0828821499902332,0.00686945078700352
"118","Art2",1997,196,"Linyphiidae",56,106,1.89285714285714,1,2,-0.0828821499902332,0.00686945078700352
"119","Art2",1997,196,"Muscidae",56,535,9.55357142857143,1,2,-0.0828821499902332,0.00686945078700352
"120","Art2",1997,196,"Sciaridae",56,17,0.303571428571429,1,2,-0.0828821499902332,0.00686945078700352
"121","Art2",1997,203,"Chironomidae",56,536,9.57142857142857,1,2,0.18674215307619,0.0348726317355311
"122","Art2",1997,203,"Collembola",56,283,5.05357142857143,1,2,0.18674215307619,0.0348726317355311
"123","Art2",1997,203,"Ichneumonidae",56,6,0.107142857142857,1,2,0.18674215307619,0.0348726317355311
"124","Art2",1997,203,"Linyphiidae",56,50,0.892857142857143,1,2,0.18674215307619,0.0348726317355311
"125","Art2",1997,203,"Muscidae",56,358,6.39285714285714,1,2,0.18674215307619,0.0348726317355311
"126","Art2",1997,203,"Sciaridae",56,50,0.892857142857143,1,2,0.18674215307619,0.0348726317355311
"127","Art2",1997,210,"Chironomidae",56,234,4.17857142857143,1,2,0.456366456142613,0.208270342292167
"128","Art2",1997,210,"Collembola",56,129,2.30357142857143,1,2,0.456366456142613,0.208270342292167
"129","Art2",1997,210,"Ichneumonidae",56,20,0.357142857142857,1,2,0.456366456142613,0.208270342292167
"130","Art2",1997,210,"Linyphiidae",56,41,0.732142857142857,1,2,0.456366456142613,0.208270342292167
"131","Art2",1997,210,"Muscidae",56,366,6.53571428571429,1,2,0.456366456142613,0.208270342292167
"132","Art2",1997,210,"Sciaridae",56,10,0.178571428571429,1,2,0.456366456142613,0.208270342292167
"133","Art2",1997,217,"Chironomidae",56,45,0.803571428571429,1,2,0.725990759209036,0.527062582456912
"134","Art2",1997,217,"Collembola",56,59,1.05357142857143,1,2,0.725990759209036,0.527062582456912
"135","Art2",1997,217,"Ichneumonidae",56,8,0.142857142857143,1,2,0.725990759209036,0.527062582456912
"136","Art2",1997,217,"Linyphiidae",56,34,0.607142857142857,1,2,0.725990759209036,0.527062582456912
"137","Art2",1997,217,"Muscidae",56,114,2.03571428571429,1,2,0.725990759209036,0.527062582456912
"138","Art2",1997,217,"Sciaridae",56,4,0.0714285714285714,1,2,0.725990759209036,0.527062582456912
"139","Art2",1997,224,"Chironomidae",56,43,0.767857142857143,1,2,0.995615062275459,0.991249352229766
"140","Art2",1997,224,"Collembola",56,44,0.785714285714286,1,2,0.995615062275459,0.991249352229766
"141","Art2",1997,224,"Ichneumonidae",56,8,0.142857142857143,1,2,0.995615062275459,0.991249352229766
"142","Art2",1997,224,"Linyphiidae",56,52,0.928571428571429,1,2,0.995615062275459,0.991249352229766
"143","Art2",1997,224,"Muscidae",56,133,2.375,1,2,0.995615062275459,0.991249352229766
"144","Art2",1997,224,"Sciaridae",56,4,0.0714285714285714,1,2,0.995615062275459,0.991249352229766
"145","Art2",1997,232,"Chironomidae",64,13,0.203125,1,2,1.3037571229228,1.69978263557194
"146","Art2",1997,232,"Collembola",64,23,0.359375,1,2,1.3037571229228,1.69978263557194
"147","Art2",1997,232,"Ichneumonidae",64,5,0.078125,1,2,1.3037571229228,1.69978263557194
"148","Art2",1997,232,"Linyphiidae",64,98,1.53125,1,2,1.3037571229228,1.69978263557194
"149","Art2",1997,232,"Muscidae",64,61,0.953125,1,2,1.3037571229228,1.69978263557194
"150","Art2",1997,232,"Sciaridae",64,4,0.0625,1,2,1.3037571229228,1.69978263557194
"151","Art2",1997,239,"Chironomidae",56,3,0.0535714285714286,1,2,1.57338142598922,2.47552911164788
"152","Art2",1997,239,"Collembola",56,21,0.375,1,2,1.57338142598922,2.47552911164788
"153","Art2",1997,239,"Ichneumonidae",56,4,0.0714285714285714,1,2,1.57338142598922,2.47552911164788
"154","Art2",1997,239,"Linyphiidae",56,96,1.71428571428571,1,2,1.57338142598922,2.47552911164788
"155","Art2",1997,239,"Muscidae",56,16,0.285714285714286,1,2,1.57338142598922,2.47552911164788
"156","Art2",1997,239,"Sciaridae",56,0,0,1,2,1.57338142598922,2.47552911164788
"157","Art2",1998,154,"Chironomidae",35,0,0,1,3,-1.70062796838877,2.89213548686612
"158","Art2",1998,154,"Collembola",35,7,0.2,1,3,-1.70062796838877,2.89213548686612
"159","Art2",1998,154,"Ichneumonidae",35,0,0,1,3,-1.70062796838877,2.89213548686612
"160","Art2",1998,154,"Linyphiidae",35,23,0.657142857142857,1,3,-1.70062796838877,2.89213548686612
"161","Art2",1998,154,"Muscidae",35,1,0.0285714285714286,1,3,-1.70062796838877,2.89213548686612
"162","Art2",1998,154,"Sciaridae",35,0,0,1,3,-1.70062796838877,2.89213548686612
"163","Art2",1998,161,"Chironomidae",56,0,0,1,3,-1.43100366532235,2.04777149016599
"164","Art2",1998,161,"Collembola",56,70,1.25,1,3,-1.43100366532235,2.04777149016599
"165","Art2",1998,161,"Ichneumonidae",56,0,0,1,3,-1.43100366532235,2.04777149016599
"166","Art2",1998,161,"Linyphiidae",56,117,2.08928571428571,1,3,-1.43100366532235,2.04777149016599
"167","Art2",1998,161,"Muscidae",56,77,1.375,1,3,-1.43100366532235,2.04777149016599
"168","Art2",1998,161,"Sciaridae",56,1,0.0178571428571429,1,3,-1.43100366532235,2.04777149016599
"169","Art2",1998,168,"Chironomidae",56,28,0.5,1,3,-1.16137936225593,1.34880202307398
"170","Art2",1998,168,"Collembola",56,182,3.25,1,3,-1.16137936225593,1.34880202307398
"171","Art2",1998,168,"Ichneumonidae",56,0,0,1,3,-1.16137936225593,1.34880202307398
"172","Art2",1998,168,"Linyphiidae",56,140,2.5,1,3,-1.16137936225593,1.34880202307398
"173","Art2",1998,168,"Muscidae",56,71,1.26785714285714,1,3,-1.16137936225593,1.34880202307398
"174","Art2",1998,168,"Sciaridae",56,3,0.0535714285714286,1,3,-1.16137936225593,1.34880202307398
"175","Art2",1998,175,"Chironomidae",56,358,6.39285714285714,1,3,-0.891755059189502,0.795227085590073
"176","Art2",1998,175,"Collembola",56,107,1.91071428571429,1,3,-0.891755059189502,0.795227085590073
"177","Art2",1998,175,"Ichneumonidae",56,0,0,1,3,-0.891755059189502,0.795227085590073
"178","Art2",1998,175,"Linyphiidae",56,117,2.08928571428571,1,3,-0.891755059189502,0.795227085590073
"179","Art2",1998,175,"Muscidae",56,37,0.660714285714286,1,3,-0.891755059189502,0.795227085590073
"180","Art2",1998,175,"Sciaridae",56,0,0,1,3,-0.891755059189502,0.795227085590073
"181","Art2",1998,182,"Chironomidae",56,305,5.44642857142857,1,3,-0.622130756123079,0.387046677714274
"182","Art2",1998,182,"Collembola",56,309,5.51785714285714,1,3,-0.622130756123079,0.387046677714274
"183","Art2",1998,182,"Ichneumonidae",56,0,0,1,3,-0.622130756123079,0.387046677714274
"184","Art2",1998,182,"Linyphiidae",56,237,4.23214285714286,1,3,-0.622130756123079,0.387046677714274
"185","Art2",1998,182,"Muscidae",56,86,1.53571428571429,1,3,-0.622130756123079,0.387046677714274
"186","Art2",1998,182,"Sciaridae",56,2,0.0357142857142857,1,3,-0.622130756123079,0.387046677714274
"187","Art2",1998,189,"Chironomidae",56,472,8.42857142857143,1,3,-0.352506453056656,0.124260799446585
"188","Art2",1998,189,"Collembola",56,204,3.64285714285714,1,3,-0.352506453056656,0.124260799446585
"189","Art2",1998,189,"Ichneumonidae",56,8,0.142857142857143,1,3,-0.352506453056656,0.124260799446585
"190","Art2",1998,189,"Linyphiidae",56,78,1.39285714285714,1,3,-0.352506453056656,0.124260799446585
"191","Art2",1998,189,"Muscidae",56,358,6.39285714285714,1,3,-0.352506453056656,0.124260799446585
"192","Art2",1998,189,"Sciaridae",56,6,0.107142857142857,1,3,-0.352506453056656,0.124260799446585
"193","Art2",1998,196,"Chironomidae",56,265,4.73214285714286,1,3,-0.0828821499902332,0.00686945078700352
"194","Art2",1998,196,"Collembola",56,73,1.30357142857143,1,3,-0.0828821499902332,0.00686945078700352
"195","Art2",1998,196,"Ichneumonidae",56,4,0.0714285714285714,1,3,-0.0828821499902332,0.00686945078700352
"196","Art2",1998,196,"Linyphiidae",56,53,0.946428571428571,1,3,-0.0828821499902332,0.00686945078700352
"197","Art2",1998,196,"Muscidae",56,326,5.82142857142857,1,3,-0.0828821499902332,0.00686945078700352
"198","Art2",1998,196,"Sciaridae",56,191,3.41071428571429,1,3,-0.0828821499902332,0.00686945078700352
"199","Art2",1998,203,"Chironomidae",56,197,3.51785714285714,1,3,0.18674215307619,0.0348726317355311
"200","Art2",1998,203,"Collembola",56,118,2.10714285714286,1,3,0.18674215307619,0.0348726317355311
"201","Art2",1998,203,"Ichneumonidae",56,27,0.482142857142857,1,3,0.18674215307619,0.0348726317355311
"202","Art2",1998,203,"Linyphiidae",56,38,0.678571428571429,1,3,0.18674215307619,0.0348726317355311
"203","Art2",1998,203,"Muscidae",56,242,4.32142857142857,1,3,0.18674215307619,0.0348726317355311
"204","Art2",1998,203,"Sciaridae",56,31,0.553571428571429,1,3,0.18674215307619,0.0348726317355311
"205","Art2",1998,210,"Chironomidae",56,132,2.35714285714286,1,3,0.456366456142613,0.208270342292167
"206","Art2",1998,210,"Collembola",56,67,1.19642857142857,1,3,0.456366456142613,0.208270342292167
"207","Art2",1998,210,"Ichneumonidae",56,25,0.446428571428571,1,3,0.456366456142613,0.208270342292167
"208","Art2",1998,210,"Linyphiidae",56,45,0.803571428571429,1,3,0.456366456142613,0.208270342292167
"209","Art2",1998,210,"Muscidae",56,503,8.98214285714286,1,3,0.456366456142613,0.208270342292167
"210","Art2",1998,210,"Sciaridae",56,152,2.71428571428571,1,3,0.456366456142613,0.208270342292167
"211","Art2",1998,217,"Chironomidae",56,19,0.339285714285714,1,3,0.725990759209036,0.527062582456912
"212","Art2",1998,217,"Collembola",56,2,0.0357142857142857,1,3,0.725990759209036,0.527062582456912
"213","Art2",1998,217,"Ichneumonidae",56,3,0.0535714285714286,1,3,0.725990759209036,0.527062582456912
"214","Art2",1998,217,"Linyphiidae",56,15,0.267857142857143,1,3,0.725990759209036,0.527062582456912
"215","Art2",1998,217,"Muscidae",56,192,3.42857142857143,1,3,0.725990759209036,0.527062582456912
"216","Art2",1998,217,"Sciaridae",56,31,0.553571428571429,1,3,0.725990759209036,0.527062582456912
"217","Art2",1998,224,"Chironomidae",56,9,0.160714285714286,1,3,0.995615062275459,0.991249352229766
"218","Art2",1998,224,"Collembola",56,34,0.607142857142857,1,3,0.995615062275459,0.991249352229766
"219","Art2",1998,224,"Ichneumonidae",56,4,0.0714285714285714,1,3,0.995615062275459,0.991249352229766
"220","Art2",1998,224,"Linyphiidae",56,12,0.214285714285714,1,3,0.995615062275459,0.991249352229766
"221","Art2",1998,224,"Muscidae",56,40,0.714285714285714,1,3,0.995615062275459,0.991249352229766
"222","Art2",1998,224,"Sciaridae",56,0,0,1,3,0.995615062275459,0.991249352229766
"223","Art2",1998,231,"Chironomidae",56,5,0.0892857142857143,1,3,1.26523936534188,1.60083065161073
"224","Art2",1998,231,"Collembola",56,53,0.946428571428571,1,3,1.26523936534188,1.60083065161073
"225","Art2",1998,231,"Ichneumonidae",56,4,0.0714285714285714,1,3,1.26523936534188,1.60083065161073
"226","Art2",1998,231,"Linyphiidae",56,18,0.321428571428571,1,3,1.26523936534188,1.60083065161073
"227","Art2",1998,231,"Muscidae",56,16,0.285714285714286,1,3,1.26523936534188,1.60083065161073
"228","Art2",1998,231,"Sciaridae",56,0,0,1,3,1.26523936534188,1.60083065161073
"229","Art2",1998,238,"Chironomidae",56,0,0,1,3,1.5348636684083,2.3558064805998
"230","Art2",1998,238,"Collembola",56,13,0.232142857142857,1,3,1.5348636684083,2.3558064805998
"231","Art2",1998,238,"Ichneumonidae",56,2,0.0357142857142857,1,3,1.5348636684083,2.3558064805998
"232","Art2",1998,238,"Linyphiidae",56,26,0.464285714285714,1,3,1.5348636684083,2.3558064805998
"233","Art2",1998,238,"Muscidae",56,24,0.428571428571429,1,3,1.5348636684083,2.3558064805998
"234","Art2",1998,238,"Sciaridae",56,0,0,1,3,1.5348636684083,2.3558064805998
"235","Art2",1999,154,"Chironomidae",0.001,0,0,1,4,-1.70062796838877,2.89213548686612
"236","Art2",1999,154,"Collembola",0.001,0,0,1,4,-1.70062796838877,2.89213548686612
"237","Art2",1999,154,"Ichneumonidae",0.001,0,0,1,4,-1.70062796838877,2.89213548686612
"238","Art2",1999,154,"Linyphiidae",0.001,0,0,1,4,-1.70062796838877,2.89213548686612
"239","Art2",1999,154,"Muscidae",0.001,0,0,1,4,-1.70062796838877,2.89213548686612
"240","Art2",1999,161,"Chironomidae",0.001,0,0,1,4,-1.43100366532235,2.04777149016599
"241","Art2",1999,161,"Collembola",0.001,0,0,1,4,-1.43100366532235,2.04777149016599
"242","Art2",1999,161,"Ichneumonidae",0.001,0,0,1,4,-1.43100366532235,2.04777149016599
"243","Art2",1999,161,"Linyphiidae",0.001,0,0,1,4,-1.43100366532235,2.04777149016599
"244","Art2",1999,161,"Muscidae",0.001,0,0,1,4,-1.43100366532235,2.04777149016599
"245","Art2",1999,165,"Chironomidae",0.001,0,0,1,4,-1.27693263499868,1.63055695432467
"246","Art2",1999,165,"Collembola",0.001,0,0,1,4,-1.27693263499868,1.63055695432467
"247","Art2",1999,165,"Ichneumonidae",0.001,0,0,1,4,-1.27693263499868,1.63055695432467
"248","Art2",1999,165,"Linyphiidae",0.001,0,0,1,4,-1.27693263499868,1.63055695432467
"249","Art2",1999,165,"Muscidae",0.001,0,0,1,4,-1.27693263499868,1.63055695432467
"250","Art2",1999,168,"Chironomidae",48,3,0.0625,1,4,-1.16137936225593,1.34880202307398
"251","Art2",1999,168,"Collembola",48,13,0.270833333333333,1,4,-1.16137936225593,1.34880202307398
"252","Art2",1999,168,"Ichneumonidae",48,0,0,1,4,-1.16137936225593,1.34880202307398
"253","Art2",1999,168,"Linyphiidae",48,61,1.27083333333333,1,4,-1.16137936225593,1.34880202307398
"254","Art2",1999,168,"Muscidae",48,12,0.25,1,4,-1.16137936225593,1.34880202307398
"255","Art2",1999,175,"Chironomidae",56,5,0.0892857142857143,1,4,-0.891755059189502,0.795227085590073
"256","Art2",1999,175,"Collembola",56,27,0.482142857142857,1,4,-0.891755059189502,0.795227085590073
"257","Art2",1999,175,"Ichneumonidae",56,0,0,1,4,-0.891755059189502,0.795227085590073
"258","Art2",1999,175,"Linyphiidae",56,277,4.94642857142857,1,4,-0.891755059189502,0.795227085590073
"259","Art2",1999,175,"Muscidae",56,18,0.321428571428571,1,4,-0.891755059189502,0.795227085590073
"260","Art2",1999,182,"Chironomidae",56,801,14.3035714285714,1,4,-0.622130756123079,0.387046677714274
"261","Art2",1999,182,"Collembola",56,50,0.892857142857143,1,4,-0.622130756123079,0.387046677714274
"262","Art2",1999,182,"Ichneumonidae",56,1,0.0178571428571429,1,4,-0.622130756123079,0.387046677714274
"263","Art2",1999,182,"Linyphiidae",56,362,6.46428571428571,1,4,-0.622130756123079,0.387046677714274
"264","Art2",1999,182,"Muscidae",56,20,0.357142857142857,1,4,-0.622130756123079,0.387046677714274
"265","Art2",1999,189,"Chironomidae",56,887,15.8392857142857,1,4,-0.352506453056656,0.124260799446585
"266","Art2",1999,189,"Collembola",56,77,1.375,1,4,-0.352506453056656,0.124260799446585
"267","Art2",1999,189,"Ichneumonidae",56,0,0,1,4,-0.352506453056656,0.124260799446585
"268","Art2",1999,189,"Linyphiidae",56,320,5.71428571428571,1,4,-0.352506453056656,0.124260799446585
"269","Art2",1999,189,"Muscidae",56,104,1.85714285714286,1,4,-0.352506453056656,0.124260799446585
