Date	Plot	Section	Buds	Flowers	Senescent	Field_remarks	General_remarks
1996-08-19	Sil4	A-D	0	1	99	No remarks	No remarks
1996-08-26	Sil4	A-D	0	0	100	No remarks	No remarks
1997-05-27	Sil1	A	0	0	0	No remarks	No remarks
1997-05-27	Sil1	B	0	0	0	No remarks	No remarks
1997-05-27	Sil1	C	-9999	-9999	-9999	No remarks	Section not yet existant
1997-05-27	Sil1	D	-9999	-9999	-9999	No remarks	Section not yet existant
1997-05-27	Sil2	A	0	0	0	No remarks	No remarks
1997-05-27	Sil2	B	0	0	0	No remarks	No remarks
1997-05-27	Sil2	C	0	0	0	No remarks	No remarks
1997-05-27	Sil2	D	0	0	0	No remarks	No remarks
1997-05-27	Sil3	A	0	0	0	No remarks	No remarks
1997-05-27	Sil3	B	0	0	0	No remarks	No remarks
1997-05-27	Sil3	C	0	0	0	No remarks	No remarks
1997-05-27	Sil3	D	0	0	0	No remarks	No remarks
1997-06-03	Sil1	A	0	0	0	No remarks	No remarks
1997-06-03	Sil1	B	0	0	0	No remarks	No remarks
1997-06-03	Sil1	C	-9999	-9999	-9999	No remarks	Section not yet existant
1997-06-03	Sil1	D	-9999	-9999	-9999	No remarks	Section not yet existant
1997-06-03	Sil2	A	0	0	0	No remarks	No remarks
1997-06-03	Sil2	B	0	0	0	No remarks	No remarks
1997-06-03	Sil2	C	0	0	0	No remarks	No remarks
1997-06-03	Sil2	D	0	0	0	No remarks	No remarks
1997-06-03	Sil3	A	0	0	0	No remarks	No remarks
1997-06-03	Sil3	B	0	0	0	No remarks	No remarks
1997-06-03	Sil3	C	0	0	0	No remarks	No remarks
1997-06-03	Sil3	D	0	0	0	No remarks	No remarks
1997-06-10	Sil1	A	0	0	0	No remarks	Plot doubled in size to the south i.e. with sections C and D
1997-06-10	Sil1	B	0	0	0	No remarks	Plot doubled in size to the south i.e. with sections C and D
1997-06-10	Sil1	C	0	0	0	No remarks	Plot doubled in size to the south i.e. with sections C and D
1997-06-10	Sil1	D	0	0	0	No remarks	Plot doubled in size to the south i.e. with sections C and D
1997-06-10	Sil2	A	0	0	0	No remarks	No remarks
1997-06-10	Sil2	B	0	0	0	No remarks	No remarks
1997-06-10	Sil2	C	0	0	0	No remarks	No remarks
1997-06-10	Sil2	D	0	0	0	No remarks	No remarks
1997-06-10	Sil3	A	0	0	0	No remarks	No remarks
1997-06-10	Sil3	B	0	0	0	No remarks	No remarks
1997-06-10	Sil3	C	0	0	0	No remarks	No remarks
1997-06-10	Sil3	D	0	0	0	No remarks	No remarks
1997-06-17	Sil1	A	47	1	0	No remarks	No remarks
1997-06-17	Sil1	B	48	1	0	No remarks	No remarks
1997-06-17	Sil1	C	27	0	0	No remarks	No remarks
1997-06-17	Sil1	D	43	7	0	No remarks	No remarks
1997-06-17	Sil2	A	38	1	0	No remarks	No remarks
1997-06-17	Sil2	B	50	0	0	No remarks	No remarks
1997-06-17	Sil2	C	2	0	0	No remarks	No remarks
1997-06-17	Sil2	D	38	0	0	No remarks	No remarks
1997-06-17	Sil3	A	11	0	0	No remarks	No remarks
1997-06-17	Sil3	B	10	0	0	No remarks	No remarks
1997-06-17	Sil3	C	18	0	0	No remarks	No remarks
1997-06-17	Sil3	D	57	3	0	No remarks	No remarks
1997-06-24	Sil1	A	7	34	0	No remarks	No remarks
1997-06-24	Sil1	B	37	13	0	No remarks	No remarks
1997-06-24	Sil1	C	1	3	0	No remarks	No remarks
1997-06-24	Sil1	D	25	27	0	No remarks	No remarks
1997-06-24	Sil2	A	20	21	0	No remarks	No remarks
1997-06-24	Sil2	B	106	12	0	No remarks	No remarks
1997-06-24	Sil2	C	0	0	0	No remarks	No remarks
1997-06-24	Sil2	D	22	0	0	No remarks	No remarks
1997-06-24	Sil3	A	14	6	0	No remarks	No remarks
1997-06-24	Sil3	B	0	0	0	No remarks	No remarks
1997-06-24	Sil3	C	18	24	0	No remarks	No remarks
1997-06-24	Sil3	D	39	14	0	No remarks	No remarks
1997-07-01	Sil1	A	0	18	22	No remarks	No remarks
1997-07-01	Sil1	B	12	51	7	No remarks	No remarks
1997-07-01	Sil1	C	1	30	2	No remarks	No remarks
1997-07-01	Sil1	D	2	14	16	No remarks	No remarks
1997-07-01	Sil2	A	7	47	3	No remarks	No remarks
1997-07-01	Sil2	B	31	28	0	No remarks	No remarks
1997-07-01	Sil2	C	0	0	0	No remarks	No remarks
1997-07-01	Sil2	D	17	16	0	No remarks	No remarks
1997-07-01	Sil3	A	18	10	0	No remarks	No remarks
1997-07-01	Sil3	B	2	12	0	No remarks	No remarks
1997-07-01	Sil3	C	3	29	20	No remarks	No remarks
1997-07-01	Sil3	D	8	40	8	No remarks	No remarks
1997-07-01	Sil4	A	0	0	0	No remarks	No remarks
1997-07-01	Sil4	B	0	0	0	No remarks	No remarks
1997-07-01	Sil4	C	0	0	0	No remarks	No remarks
1997-07-01	Sil4	D	0	0	0	No remarks	No remarks
1997-07-08	Sil1	A	0	15	52	No remarks	No remarks
1997-07-08	Sil1	B	0	28	36	No remarks	No remarks
1997-07-08	Sil1	C	0	5	10	No remarks	No remarks
1997-07-08	Sil1	D	0	9	43	No remarks	No remarks
1997-07-08	Sil2	A	0	19	26	No remarks	No remarks
1997-07-08	Sil2	B	3	42	7	No remarks	No remarks
1997-07-08	Sil2	C	0	0	0	No remarks	No remarks
1997-07-08	Sil2	D	9	33	36	No remarks	No remarks
1997-07-08	Sil3	A	7	5	15	No remarks	No remarks
1997-07-08	Sil3	B	0	0	5	No remarks	No remarks
1997-07-08	Sil3	C	6	18	33	No remarks	No remarks
1997-07-08	Sil3	D	4	32	7	No remarks	No remarks
1997-07-08	Sil4	A	0	0	0	No remarks	No remarks
1997-07-08	Sil4	B	0	0	0	No remarks	No remarks
1997-07-08	Sil4	C	0	0	0	No remarks	No remarks
1997-07-08	Sil4	D	0	0	0	No remarks	No remarks
1997-07-15	Sil1	A	0	0	50	No remarks	No remarks
1997-07-15	Sil1	B	0	8	58	No remarks	No remarks
1997-07-15	Sil1	C	0	0	18	No remarks	No remarks
1997-07-15	Sil1	D	0	0	50	No remarks	No remarks
1997-07-15	Sil2	A	0	9	43	No remarks	No remarks
1997-07-15	Sil2	B	3	26	16	No remarks	No remarks
1997-07-15	Sil2	C	0	0	0	No remarks	No remarks
1997-07-15	Sil2	D	2	13	46	No remarks	No remarks
1997-07-15	Sil3	A	3	6	22	No remarks	No remarks
1997-07-15	Sil3	B	1	2	4	No remarks	No remarks
1997-07-15	Sil3	C	0	0	43	No remarks	No remarks
1997-07-15	Sil3	D	0	8	122	No remarks	No remarks
1997-07-15	Sil4	A	0	0	0	No remarks	No remarks
1997-07-15	Sil4	B	0	0	0	No remarks	No remarks
1997-07-15	Sil4	C	0	0	0	No remarks	No remarks
1997-07-15	Sil4	D	0	0	0	No remarks	No remarks
1997-07-22	Sil1	A	0	0	43	No remarks	No remarks
1997-07-22	Sil1	B	0	0	47	No remarks	No remarks
1997-07-22	Sil1	C	0	0	14	No remarks	No remarks
1997-07-22	Sil1	D	0	0	46	No remarks	No remarks
1997-07-22	Sil2	A	0	0	50	No remarks	No remarks
1997-07-22	Sil2	B	0	16	54	No remarks	No remarks
1997-07-22	Sil2	C	0	0	0	No remarks	No remarks
1997-07-22	Sil2	D	0	4	51	No remarks	No remarks
1997-07-22	Sil3	A	0	2	32	No remarks	Datalog kicked up by ox
1997-07-22	Sil3	B	0	1	6	No remarks	Datalog kicked up by ox
1997-07-22	Sil3	C	0	0	36	No remarks	Datalog kicked up by ox
1997-07-22	Sil3	D	0	0	50	No remarks	Datalog kicked up by ox
1997-07-22	Sil4	A	2	0	0	No remarks	No remarks
1997-07-22	Sil4	B	50	0	0	No remarks	No remarks
1997-07-22	Sil4	C	0	0	0	No remarks	No remarks
1997-07-22	Sil4	D	1	0	0	No remarks	No remarks
1997-07-29	Sil1	A	0	0	50	No remarks	No remarks
1997-07-29	Sil1	B	0	0	50	No remarks	No remarks
1997-07-29	Sil1	C	0	0	50	No remarks	No remarks
1997-07-29	Sil1	D	0	0	50	No remarks	No remarks
1997-07-29	Sil2	A	0	0	50	No remarks	No remarks
1997-07-29	Sil2	B	0	5	149	No remarks	No remarks
1997-07-29	Sil2	C	0	0	0	No remarks	No remarks
1997-07-29	Sil2	D	0	1	48	No remarks	No remarks
1997-07-29	Sil3	A	0	0	50	No remarks	No remarks
1997-07-29	Sil3	B	0	0	50	No remarks	No remarks
1997-07-29	Sil3	C	0	0	50	No remarks	No remarks
1997-07-29	Sil3	D	0	0	50	No remarks	No remarks
1997-07-29	Sil4	A	51	1	0	No remarks	No remarks
1997-07-29	Sil4	B	50	0	0	No remarks	No remarks
1997-07-29	Sil4	C	9	0	0	No remarks	No remarks
1997-07-29	Sil4	D	50	0	0	No remarks	No remarks
1997-08-05	Sil2	A	0	0	50	No remarks	No remarks
1997-08-05	Sil2	B	0	0	50	No remarks	No remarks
1997-08-05	Sil2	C	0	0	50	No remarks	No remarks
1997-08-05	Sil2	D	0	0	50	No remarks	No remarks
1997-08-05	Sil4	A	89	20	0	No remarks	No remarks
1997-08-05	Sil4	B	141	43	0	No remarks	No remarks
1997-08-05	Sil4	C	21	0	0	No remarks	No remarks
1997-08-05	Sil4	D	50	0	0	No remarks	No remarks
1997-08-12	Sil4	A	43	108	14	No remarks	No remarks
1997-08-12	Sil4	B	40	114	43	No remarks	No remarks
1997-08-12	Sil4	C	12	10	0	No remarks	No remarks
1997-08-12	Sil4	D	49	55	5	No remarks	No remarks
1997-08-27	Sil4	A	0	0	50	No remarks	No remarks
1997-08-27	Sil4	B	0	0	50	No remarks	No remarks
1997-08-27	Sil4	C	0	0	50	No remarks	No remarks
1997-08-27	Sil4	D	0	0	50	No remarks	No remarks
1998-05-27	Sil1	A	0	0	0	No remarks	No remarks
1998-05-27	Sil1	B	0	0	0	No remarks	No remarks
1998-05-27	Sil1	C	0	0	0	No remarks	No remarks
1998-05-27	Sil1	D	0	0	0	No remarks	No remarks
1998-05-27	Sil2	A	0	0	0	No remarks	No remarks
1998-05-27	Sil2	B	0	0	0	No remarks	No remarks
1998-05-27	Sil2	C	0	0	0	No remarks	No remarks
1998-05-27	Sil2	D	0	0	0	No remarks	No remarks
1998-05-27	Sil3	A	0	0	0	No remarks	No remarks
1998-05-27	Sil3	B	0	0	0	No remarks	No remarks
1998-05-27	Sil3	C	0	0	0	No remarks	No remarks
1998-05-27	Sil3	D	0	0	0	No remarks	No remarks
1998-06-03	Sil1	A	0	0	0	No remarks	No remarks
1998-06-03	Sil1	B	0	0	0	No remarks	No remarks
1998-06-03	Sil1	C	0	0	0	No remarks	No remarks
1998-06-03	Sil1	D	0	0	0	No remarks	No remarks
1998-06-03	Sil2	A	0	0	0	No remarks	No remarks
1998-06-03	Sil2	B	0	0	0	No remarks	No remarks
1998-06-03	Sil2	C	0	0	0	No remarks	No remarks
1998-06-03	Sil2	D	0	0	0	No remarks	No remarks
1998-06-03	Sil3	A	0	0	0	No remarks	No remarks
1998-06-03	Sil3	B	0	0	0	No remarks	No remarks
1998-06-03	Sil3	C	0	0	0	No remarks	No remarks
1998-06-03	Sil3	D	0	0	0	No remarks	No remarks
1998-06-10	Sil1	A	0	0	0	No remarks	No remarks
1998-06-10	Sil1	B	0	0	0	No remarks	No remarks
1998-06-10	Sil1	C	1	0	0	No remarks	No remarks
1998-06-10	Sil1	D	8	0	0	No remarks	No remarks
1998-06-10	Sil2	A	0	0	0	No remarks	No remarks
1998-06-10	Sil2	B	0	0	0	No remarks	No remarks
1998-06-10	Sil2	C	0	0	0	No remarks	No remarks
1998-06-10	Sil2	D	0	0	0	No remarks	No remarks
1998-06-10	Sil3	A	0	0	0	No remarks	No remarks
1998-06-10	Sil3	B	0	0	0	No remarks	No remarks
1998-06-10	Sil3	C	0	0	0	No remarks	No remarks
1998-06-10	Sil3	D	0	0	0	No remarks	No remarks
1998-06-15	Sil3	A	0	0	0	No remarks	No remarks
1998-06-15	Sil3	B	0	0	0	No remarks	No remarks
1998-06-15	Sil3	C	0	0	0	No remarks	No remarks
1998-06-15	Sil3	D	0	0	0	No remarks	No remarks
1998-06-17	Sil1	A	3	0	0	No remarks	No remarks
1998-06-17	Sil1	B	11	0	0	No remarks	No remarks
1998-06-17	Sil1	C	6	0	0	No remarks	No remarks
1998-06-17	Sil1	D	23	0	0	No remarks	No remarks
1998-06-17	Sil2	A	0	0	0	No remarks	No remarks
1998-06-17	Sil2	B	0	0	0	No remarks	No remarks
1998-06-17	Sil2	C	0	0	0	No remarks	No remarks
1998-06-17	Sil2	D	0	0	0	No remarks	No remarks
1998-06-17	Sil3	A	0	0	0	No remarks	No remarks
1998-06-17	Sil3	B	0	0	0	No remarks	No remarks
1998-06-17	Sil3	C	0	0	0	No remarks	No remarks
1998-06-17	Sil3	D	0	0	0	No remarks	No remarks
1998-06-24	Sil1	A	15	35	0	No remarks	No remarks
1998-06-24	Sil1	B	10	40	0	No remarks	No remarks
1998-06-24	Sil1	C	16	12	0	No remarks	No remarks
1998-06-24	Sil1	D	2	48	0	No remarks	No remarks
1998-06-24	Sil2	A	5	0	0	No remarks	No remarks
1998-06-24	Sil2	B	11	0	0	No remarks	No remarks
1998-06-24	Sil2	C	0	0	0	No remarks	No remarks
1998-06-24	Sil2	D	0	0	0	No remarks	No remarks
1998-06-24	Sil3	A	0	0	0	No remarks	No remarks
1998-06-24	Sil3	B	0	0	0	No remarks	No remarks
1998-06-24	Sil3	C	1	6	0	No remarks	No remarks
1998-06-24	Sil3	D	11	13	0	No remarks	No remarks
1998-06-24	Sil4	A	0	0	0	No remarks	No remarks
1998-06-24	Sil4	B	0	0	0	No remarks	No remarks
1998-06-24	Sil4	C	0	0	0	No remarks	No remarks
1998-06-24	Sil4	D	0	0	0	No remarks	No remarks
1998-07-01	Sil1	A	0	50	0	No remarks	No remarks
1998-07-01	Sil1	B	5	45	0	No remarks	No remarks
1998-07-01	Sil1	C	8	42	0	No remarks	No remarks
1998-07-01	Sil1	D	1	49	0	No remarks	No remarks
1998-07-01	Sil2	A	11	17	0	No remarks	No remarks
1998-07-01	Sil2	B	17	19	0	No remarks	No remarks
1998-07-01	Sil2	C	9	2	0	No remarks	No remarks
1998-07-01	Sil2	D	3	2	0	No remarks	No remarks
1998-07-01	Sil3	A	5	0	0	No remarks	No remarks
1998-07-01	Sil3	B	7	27	0	No remarks	No remarks
1998-07-01	Sil3	C	9	19	0	No remarks	No remarks
1998-07-01	Sil3	D	23	11	0	No remarks	No remarks
1998-07-01	Sil4	A	0	0	0	No remarks	No remarks
1998-07-01	Sil4	B	0	0	0	No remarks	No remarks
1998-07-01	Sil4	C	0	0	0	No remarks	No remarks
1998-07-01	Sil4	D	0	0	0	No remarks	No remarks
1998-07-08	Sil1	A	0	45	5	No remarks	No remarks
1998-07-08	Sil1	B	0	17	36	No remarks	No remarks
1998-07-08	Sil1	C	0	28	22	No remarks	No remarks
1998-07-08	Sil1	D	0	37	13	No remarks	No remarks
1998-07-08	Sil2	A	0	6	39	No remarks	No remarks
1998-07-08	Sil2	B	9	37	0	No remarks	No remarks
1998-07-08	Sil2	C	12	18	0	No remarks	No remarks
1998-07-08	Sil2	D	0	6	44	No remarks	No remarks
1998-07-08	Sil3	A	0	6	0	No remarks	No remarks
1998-07-08	Sil3	B	0	6	30	No remarks	No remarks
1998-07-08	Sil3	C	0	2	32	No remarks	No remarks
1998-07-08	Sil3	D	3	24	20	No remarks	No remarks
1998-07-08	Sil4	A	0	0	0	No remarks	No remarks
1998-07-08	Sil4	B	0	0	0	No remarks	No remarks
1998-07-08	Sil4	C	0	0	0	No remarks	No remarks
1998-07-08	Sil4	D	0	0	0	No remarks	No remarks
1998-07-10	Sil1	A	0	21	29	No remarks	No remarks
1998-07-10	Sil1	B	0	33	102	No remarks	No remarks
1998-07-10	Sil1	C	0	51	72	No remarks	No remarks
1998-07-10	Sil1	D	0	6	78	No remarks	No remarks
1998-07-10	Sil4	A	0	0	0	No remarks	No remarks
1998-07-10	Sil4	B	0	0	0	No remarks	No remarks
1998-07-10	Sil4	C	0	0	0	No remarks	No remarks
1998-07-10	Sil4	D	0	0	0	No remarks	No remarks
1998-07-15	Sil1	A	0	0	50	No remarks	No remarks
1998-07-15	Sil1	B	0	2	48	No remarks	No remarks
1998-07-15	Sil1	C	0	0	50	No remarks	No remarks
1998-07-15	Sil1	D	0	0	50	No remarks	No remarks
1998-07-15	Sil2	A	0	2	42	No remarks	No remarks
1998-07-15	Sil2	B	8	36	7	No remarks	No remarks
1998-07-15	Sil2	C	0	15	12	No remarks	No remarks
1998-07-15	Sil2	D	0	0	50	No remarks	No remarks
1998-07-15	Sil3	A	0	1	7	No remarks	No remarks
1998-07-15	Sil3	B	0	0	36	No remarks	No remarks
1998-07-15	Sil3	C	0	10	41	No remarks	No remarks
1998-07-15	Sil3	D	0	0	38	No remarks	No remarks
1998-07-15	Sil4	A	0	0	0	No remarks	No remarks
1998-07-15	Sil4	B	0	0	0	No remarks	No remarks
1998-07-15	Sil4	C	0	0	0	No remarks	No remarks
1998-07-15	Sil4	D	0	0	0	No remarks	No remarks
1998-07-22	Sil1	A	0	0	50	No remarks	No remarks
1998-07-22	Sil1	B	0	0	50	No remarks	No remarks
1998-07-22	Sil1	C	0	0	50	No remarks	No remarks
1998-07-22	Sil1	D	0	0	50	No remarks	No remarks
1998-07-22	Sil2	A	0	0	40	No remarks	No remarks
1998-07-22	Sil2	B	0	10	40	No remarks	No remarks
1998-07-22	Sil2	C	0	0	30	No remarks	No remarks
1998-07-22	Sil2	D	0	0	50	No remarks	No remarks
1998-07-22	Sil3	A	0	0	8	No remarks	No remarks
1998-07-22	Sil3	B	0	0	36	No remarks	No remarks
1998-07-22	Sil3	C	0	0	45	No remarks	No remarks
1998-07-22	Sil3	D	0	0	38	No remarks	No remarks
1998-07-22	Sil4	A	0	0	0	No remarks	No remarks
1998-07-22	Sil4	B	0	0	0	No remarks	No remarks
1998-07-22	Sil4	C	0	0	0	No remarks	No remarks
1998-07-22	Sil4	D	0	0	0	No remarks	No remarks
1998-07-29	Sil4	A	0	0	0	No remarks	No remarks
1998-07-29	Sil4	B	0	0	0	No remarks	No remarks
1998-07-29	Sil4	C	0	0	0	No remarks	No remarks
1998-07-29	Sil4	D	0	0	0	No remarks	No remarks
1998-08-05	Sil4	A	9	0	0	No remarks	No remarks
1998-08-05	Sil4	B	7	0	0	No remarks	No remarks
1998-08-05	Sil4	C	0	0	0	No remarks	No remarks
1998-08-05	Sil4	D	2	0	0	No remarks	No remarks
1998-08-12	Sil4	A	25	15	0	No remarks	No remarks
1998-08-12	Sil4	B	31	19	0	No remarks	No remarks
1998-08-12	Sil4	C	0	0	0	No remarks	No remarks
1998-08-12	Sil4	D	3	2	0	No remarks	No remarks
1998-08-19	Sil4	A	43	42	5	No remarks	No remarks
1998-08-19	Sil4	B	69	57	17	No remarks	No remarks
1998-08-19	Sil4	C	10	0	0	No remarks	No remarks
1998-08-19	Sil4	D	50	15	4	No remarks	No remarks
1998-08-26	Sil4	A	7	50	20	No remarks	No remarks
1998-08-26	Sil4	B	8	79	23	No remarks	No remarks
1998-08-26	Sil4	C	5	6	0	No remarks	No remarks
1998-08-26	Sil4	D	11	38	16	No remarks	No remarks
1999-06-01	Sil2	A	0	0	0	No remarks	Very wet, snow all around
1999-06-01	Sil2	B	0	0	0	No remarks	Very wet, snow all around
1999-06-01	Sil2	C	0	0	0	No remarks	Very wet, snow all around
1999-06-01	Sil2	D	0	0	0	No remarks	Very wet, snow all around
1999-06-01	Sil3	A	0	0	0	No remarks	No remarks
1999-06-01	Sil3	B	0	0	0	No remarks	No remarks
1999-06-01	Sil3	C	0	0	0	No remarks	No remarks
1999-06-01	Sil3	D	0	0	0	No remarks	No remarks
1999-06-03	Sil1	A	0	0	0	No remarks	No remarks
1999-06-03	Sil1	B	0	0	0	No remarks	No remarks
1999-06-03	Sil1	C	0	0	0	No remarks	No remarks
1999-06-03	Sil1	D	0	0	0	No remarks	No remarks
1999-06-03	Sil2	A	0	0	0	No remarks	Wet, snow around
1999-06-03	Sil2	B	0	0	0	No remarks	Wet, snow around
1999-06-03	Sil2	C	0	0	0	No remarks	Wet, snow around
1999-06-03	Sil2	D	0	0	0	No remarks	Wet, snow around
1999-06-03	Sil3	A	0	0	0	No remarks	No remarks
1999-06-03	Sil3	B	0	0	0	No remarks	No remarks
1999-06-03	Sil3	C	0	0	0	No remarks	No remarks
1999-06-03	Sil3	D	0	0	0	No remarks	No remarks
1999-06-10	Sil1	A	0	0	0	No remarks	Dataloggersensor buried 10:30
1999-06-10	Sil1	B	0	0	0	No remarks	Dataloggersensor buried 10:30
1999-06-10	Sil1	C	0	0	0	No remarks	Dataloggersensor buried 10:30
1999-06-10	Sil1	D	0	0	0	No remarks	Dataloggersensor buried 10:30
1999-06-10	Sil2	A	0	0	0	No remarks	Dataloggersensor buried 11:00
1999-06-10	Sil2	B	0	0	0	No remarks	Dataloggersensor buried 11:00
1999-06-10	Sil2	C	0	0	0	No remarks	Dataloggersensor buried 11:00
1999-06-10	Sil2	D	0	0	0	No remarks	Dataloggersensor buried 11:00
1999-06-10	Sil3	A	0	0	0	No remarks	Dataloggersensor already buried
1999-06-10	Sil3	B	0	0	0	No remarks	Dataloggersensor already buried
1999-06-10	Sil3	C	0	0	0	No remarks	Dataloggersensor already buried
1999-06-10	Sil3	D	0	0	0	No remarks	Dataloggersensor already buried
1999-06-17	Sil1	A	0	0	0	No remarks	No remarks
1999-06-17	Sil1	B	0	0	0	No remarks	No remarks
1999-06-17	Sil1	C	0	0	0	No remarks	No remarks
1999-06-17	Sil1	D	0	0	0	No remarks	No remarks
1999-06-17	Sil2	A	0	0	0	No remarks	No remarks
1999-06-17	Sil2	B	0	0	0	No remarks	No remarks
1999-06-17	Sil2	C	0	0	0	No remarks	No remarks
1999-06-17	Sil2	D	0	0	0	No remarks	No remarks
1999-06-17	Sil3	A	0	0	0	No remarks	No remarks
1999-06-17	Sil3	B	0	0	0	No remarks	No remarks
1999-06-17	Sil3	C	0	0	0	No remarks	No remarks
1999-06-17	Sil3	D	0	0	0	No remarks	No remarks
1999-06-24	Sil1	A	35	15	0	No remarks	No remarks
1999-06-24	Sil1	B	41	9	0	No remarks	No remarks
1999-06-24	Sil1	C	50	0	0	No remarks	No remarks
1999-06-24	Sil1	D	48	2	0	No remarks	No remarks
1999-06-24	Sil2	A	18	2	0	No remarks	No remarks
1999-06-24	Sil2	B	50	0	0	No remarks	No remarks
1999-06-24	Sil2	C	0	0	0	No remarks	No remarks
1999-06-24	Sil2	D	29	0	0	No remarks	No remarks
1999-06-24	Sil3	A	0	0	0	No remarks	No remarks
1999-06-24	Sil3	B	0	0	0	No remarks	No remarks
1999-06-24	Sil3	C	0	0	0	No remarks	No remarks
1999-06-24	Sil3	D	0	0	0	No remarks	No remarks
1999-07-01	Sil1	A	9	41	0	No remarks	No remarks
1999-07-01	Sil1	B	2	48	0	No remarks	No remarks
1999-07-01	Sil1	C	24	26	0	No remarks	No remarks
1999-07-01	Sil1	D	9	41	0	No remarks	No remarks
1999-07-01	Sil2	A	14	36	0	No remarks	No remarks
1999-07-01	Sil2	B	46	4	0	No remarks	No remarks
1999-07-01	Sil2	C	0	0	0	No remarks	No remarks
1999-07-01	Sil2	D	4	44	0	No remarks	No remarks
1999-07-01	Sil3	A	14	0	0	No remarks	No remarks
1999-07-01	Sil3	B	11	0	0	No remarks	No remarks
1999-07-01	Sil3	C	39	11	0	No remarks	No remarks
1999-07-01	Sil3	D	50	0	0	No remarks	No remarks
1999-07-08	Sil1	A	4	53	37	No remarks	No remarks
1999-07-08	Sil1	B	1	8	70	No remarks	No remarks
1999-07-08	Sil1	C	3	18	35	No remarks	No remarks
1999-07-08	Sil1	D	1	21	33	No remarks	No remarks
1999-07-08	Sil2	A	3	22	36	No remarks	No remarks
1999-07-08	Sil2	B	23	16	4	No remarks	No remarks
1999-07-08	Sil2	C	3	0	0	No remarks	No remarks
1999-07-08	Sil2	D	14	53	0	No remarks	No remarks
1999-07-08	Sil3	A	22	21	2	No remarks	No remarks
1999-07-08	Sil3	B	0	0	0	No remarks	No remarks
1999-07-08	Sil3	C	24	20	18	No remarks	No remarks
1999-07-08	Sil3	D	24	4	32	No remarks	No remarks
1999-07-15	Sil1	A	0	0	54	No remarks	No remarks
1999-07-15	Sil1	B	0	0	50	No remarks	No remarks
1999-07-15	Sil1	C	0	1	46	No remarks	No remarks
1999-07-15	Sil1	D	0	0	50	No remarks	No remarks
1999-07-15	Sil2	A	0	0	50	No remarks	No remarks
1999-07-15	Sil2	B	7	20	30	No remarks	No remarks
1999-07-15	Sil2	C	0	0	0	No remarks	No remarks
1999-07-15	Sil2	D	2	25	45	No remarks	No remarks
1999-07-15	Sil3	A	10	12	35	No remarks	No remarks
1999-07-15	Sil3	B	4	1	18	No remarks	No remarks
1999-07-15	Sil3	C	13	10	33	No remarks	No remarks
