Date	Plot	Section	Buds	Flowers	Senescent	Field_remarks	General_remarks
1998-07-01	Cas1	C	20	0	0	No remarks	No remarks
1998-07-01	Cas1	D	2	0	0	No remarks	No remarks
1998-07-01	Cas2	A	0	0	0	No remarks	No remarks
1998-07-01	Cas2	B	0	0	0	No remarks	No remarks
1998-07-01	Cas2	C	0	0	0	No remarks	No remarks
1998-07-01	Cas2	D	0	0	0	No remarks	No remarks
1998-07-01	Cas3	A	0	0	0	No remarks	No remarks
1998-07-01	Cas3	B	0	0	0	No remarks	No remarks
1998-07-01	Cas3	C	0	0	0	No remarks	No remarks
1998-07-01	Cas3	D	0	0	0	No remarks	No remarks
1998-07-01	Cas4	A	0	0	0	No remarks	No remarks
1998-07-01	Cas4	B	0	0	0	No remarks	No remarks
1998-07-01	Cas4	C	0	0	0	No remarks	No remarks
1998-07-01	Cas4	D	0	0	0	No remarks	No remarks
1998-07-03	Cas5	A	5	0	0	No remarks	No remarks
1998-07-03	Cas5	B	3	0	0	No remarks	No remarks
1998-07-03	Cas5	C	6	0	0	No remarks	No remarks
1998-07-03	Cas5	D	3	0	0	No remarks	No remarks
1998-07-03	Cas6	A	0	0	0	No remarks	No remarks
1998-07-03	Cas6	B	0	0	0	No remarks	No remarks
1998-07-03	Cas6	C	0	0	0	No remarks	No remarks
1998-07-03	Cas6	D	0	0	0	No remarks	No remarks
1998-07-08	Cas1	A	3	12	0	No remarks	No remarks
1998-07-08	Cas1	B	0	21	0	No remarks	No remarks
1998-07-08	Cas1	C	19	18	0	No remarks	No remarks
1998-07-08	Cas1	D	1	9	0	No remarks	No remarks
1998-07-08	Cas2	A	0	0	0	No remarks	No remarks
1998-07-08	Cas2	B	0	0	0	No remarks	No remarks
1998-07-08	Cas2	C	0	0	0	No remarks	No remarks
1998-07-08	Cas2	D	0	0	0	No remarks	No remarks
1998-07-08	Cas3	A	0	0	0	No remarks	No remarks
1998-07-08	Cas3	B	0	0	0	No remarks	No remarks
1998-07-08	Cas3	C	0	0	0	No remarks	No remarks
1998-07-08	Cas3	D	0	0	0	No remarks	No remarks
1998-07-08	Cas4	A	0	0	0	No remarks	No remarks
1998-07-08	Cas4	B	0	0	0	No remarks	No remarks
1998-07-08	Cas4	C	0	0	0	No remarks	No remarks
1998-07-08	Cas4	D	0	0	0	No remarks	No remarks
1998-07-10	Cas5	A	31	0	0	No remarks	No remarks
1998-07-10	Cas5	B	29	0	0	No remarks	No remarks
1998-07-10	Cas5	C	18	0	0	No remarks	No remarks
1998-07-10	Cas5	D	27	0	0	No remarks	No remarks
1998-07-10	Cas6	A	0	0	0	No remarks	No remarks
1998-07-10	Cas6	B	0	0	0	No remarks	No remarks
1998-07-10	Cas6	C	0	0	0	No remarks	No remarks
1998-07-10	Cas6	D	0	0	0	No remarks	No remarks
1998-07-15	Cas2	A	1	0	0	No remarks	No remarks
1998-07-15	Cas2	B	2	0	0	No remarks	No remarks
1998-07-15	Cas2	C	2	0	0	No remarks	No remarks
1998-07-15	Cas2	D	2	0	0	No remarks	No remarks
1998-07-15	Cas3	A	3	0	0	No remarks	No remarks
1998-07-15	Cas3	B	6	0	0	No remarks	No remarks
1998-07-15	Cas3	C	9	0	0	No remarks	No remarks
1998-07-15	Cas3	D	1	0	0	No remarks	No remarks
1998-07-15	Cas4	A	1	0	0	No remarks	No remarks
1998-07-15	Cas4	B	0	0	0	No remarks	No remarks
1998-07-15	Cas4	C	5	0	0	No remarks	No remarks
1998-07-15	Cas4	D	1	0	0	No remarks	No remarks
1998-07-20	Cas6	A	0	0	0	Some veg. growth but no sign of buds	No remarks
1998-07-20	Cas6	B	0	0	0	Some veg. growth but no sign of buds	No remarks
1998-07-20	Cas6	C	0	0	0	Some veg. growth but no sign of buds	No remarks
1998-07-20	Cas6	D	0	0	0	Some veg. growth but no sign of buds	No remarks
1998-07-22	Cas1	A	1	49	0	No remarks	No remarks
1998-07-22	Cas1	B	0	50	0	No remarks	No remarks
1998-07-22	Cas1	C	0	34	0	No remarks	No remarks
1998-07-22	Cas1	D	0	14	0	No remarks	No remarks
1998-07-22	Cas2	A	3	1	0	No remarks	No remarks
1998-07-22	Cas2	B	2	5	0	No remarks	No remarks
1998-07-22	Cas2	C	1	3	0	No remarks	No remarks
1998-07-22	Cas2	D	1	3	0	No remarks	No remarks
1998-07-22	Cas3	A	2	7	0	No remarks	No remarks
1998-07-22	Cas3	B	2	8	0	No remarks	No remarks
1998-07-22	Cas3	C	1	18	0	No remarks	No remarks
1998-07-22	Cas3	D	1	6	0	No remarks	No remarks
1998-07-22	Cas4	A	1	2	0	No remarks	No remarks
1998-07-22	Cas4	B	1	1	0	No remarks	No remarks
1998-07-22	Cas4	C	1	7	0	No remarks	No remarks
1998-07-22	Cas4	D	3	4	0	No remarks	No remarks
1998-07-29	Cas1	A	0	30	20	No remarks	No remarks
1998-07-29	Cas1	B	0	39	11	No remarks	No remarks
1998-07-29	Cas1	C	0	30	4	No remarks	No remarks
1998-07-29	Cas1	D	0	10	4	No remarks	No remarks
1998-07-29	Cas2	A	0	0	6	No remarks	No remarks
1998-07-29	Cas2	B	0	0	4	No remarks	No remarks
1998-07-29	Cas2	C	0	0	4	No remarks	No remarks
1998-07-29	Cas2	D	0	0	4	No remarks	No remarks
1998-07-31	Cas5	A	0	2	48	No remarks	No remarks
1998-07-31	Cas5	B	0	3	47	No remarks	No remarks
1998-07-31	Cas5	C	0	3	47	No remarks	No remarks
1998-07-31	Cas5	D	0	3	47	No remarks	No remarks
1998-07-31	Cas6	A	1	3	0	No remarks	No remarks
1998-07-31	Cas6	B	0	2	0	No remarks	No remarks
1998-07-31	Cas6	C	7	3	0	No remarks	No remarks
1998-07-31	Cas6	D	0	0	0	No remarks	No remarks
1998-08-05	Cas1	A	0	0	50	No remarks	No remarks
1998-08-05	Cas1	B	0	0	50	No remarks	No remarks
1998-08-05	Cas1	C	0	0	34	No remarks	No remarks
1998-08-05	Cas1	D	0	0	14	No remarks	No remarks
1998-08-05	Cas3	A	0	1	6	No remarks	No remarks
1998-08-05	Cas3	B	0	1	9	No remarks	No remarks
1998-08-05	Cas3	C	0	2	8	No remarks	No remarks
1998-08-05	Cas3	D	0	0	8	No remarks	No remarks
1998-08-05	Cas4	A	0	0	3	No remarks	No remarks
1998-08-05	Cas4	B	0	0	8	No remarks	No remarks
1998-08-05	Cas4	C	0	0	7	No remarks	No remarks
1998-08-05	Cas4	D	0	0	7	No remarks	No remarks
1998-08-10	Cas5	A	0	0	50	No remarks	No remarks
1998-08-10	Cas5	B	0	0	50	No remarks	No remarks
1998-08-10	Cas5	C	0	0	50	No remarks	No remarks
1998-08-10	Cas5	D	0	0	50	No remarks	No remarks
1998-08-12	Cas3	A	0	0	7	No remarks	No remarks
1998-08-12	Cas3	B	0	0	10	No remarks	No remarks
1998-08-12	Cas3	C	0	0	10	No remarks	No remarks
1998-08-12	Cas3	D	0	0	8	No remarks	No remarks
1998-08-21	Cas6	A	0	0	3	No remarks	No remarks
1998-08-21	Cas6	B	0	0	2	No remarks	No remarks
1998-08-21	Cas6	C	0	0	10	No remarks	No remarks
1998-08-21	Cas6	D	0	0	1	No remarks	No remarks
1999-06-24	Cas1	A	-9999	-9999	-9999	No remarks	No remarks
1999-06-24	Cas1	B	-9999	-9999	-9999	No remarks	No remarks
1999-06-24	Cas1	C	-9999	-9999	-9999	No remarks	No remarks
1999-06-24	Cas1	D	-9999	-9999	-9999	No remarks	No remarks
1999-06-30	Cas5	A	0	0	0	No remarks	No remarks
1999-06-30	Cas5	B	0	0	0	No remarks	No remarks
1999-06-30	Cas5	C	0	0	0	No remarks	No remarks
1999-06-30	Cas5	D	0	0	0	No remarks	No remarks
1999-07-01	Cas1	A	0	0	0	No remarks	No remarks
1999-07-01	Cas1	B	0	0	0	No remarks	No remarks
1999-07-01	Cas1	C	0	0	0	No remarks	No remarks
1999-07-01	Cas1	D	0	0	0	No remarks	No remarks
1999-07-08	Cas1	A	16	0	0	No remarks	No remarks
1999-07-08	Cas1	B	50	0	0	No remarks	No remarks
1999-07-08	Cas1	C	40	0	0	No remarks	No remarks
1999-07-08	Cas1	D	5	0	0	No remarks	No remarks
1999-07-08	Cas2	A	0	0	0	No remarks	No remarks
1999-07-08	Cas2	B	0	0	0	No remarks	No remarks
1999-07-08	Cas2	C	0	0	0	No remarks	No remarks
1999-07-08	Cas2	D	0	0	0	No remarks	No remarks
1999-07-08	Cas3	A	0	0	0	No remarks	No remarks
1999-07-08	Cas3	B	0	0	0	No remarks	No remarks
1999-07-08	Cas3	C	0	0	0	No remarks	No remarks
1999-07-08	Cas3	D	0	0	0	No remarks	No remarks
1999-07-08	Cas4	A	0	0	0	No remarks	No remarks
1999-07-08	Cas4	B	0	0	0	No remarks	No remarks
1999-07-08	Cas4	C	0	0	0	No remarks	No remarks
1999-07-08	Cas4	D	0	0	0	No remarks	No remarks
1999-07-10	Cas5	A	0	0	0	Almost no buds	No remarks
1999-07-10	Cas5	B	0	0	0	Very small buds	No remarks
1999-07-10	Cas5	C	0	0	0	Flowerbuds	No remarks
1999-07-10	Cas5	D	0	0	0	Flowerbuds	No remarks
1999-07-15	Cas1	A	19	27	0	No remarks	No remarks
1999-07-15	Cas1	B	34	60	0	No remarks	No remarks
1999-07-15	Cas1	C	17	37	0	No remarks	No remarks
1999-07-15	Cas1	D	10	39	0	No remarks	No remarks
1999-07-15	Cas2	A	0	0	0	No remarks	No remarks
1999-07-15	Cas2	B	0	0	0	No remarks	No remarks
1999-07-15	Cas2	C	0	0	0	No remarks	No remarks
1999-07-15	Cas2	D	0	0	0	No remarks	No remarks
1999-07-15	Cas3	A	0	0	0	No remarks	No remarks
1999-07-15	Cas3	B	0	0	0	No remarks	No remarks
1999-07-15	Cas3	C	0	0	0	No remarks	No remarks
1999-07-15	Cas3	D	0	0	0	No remarks	No remarks
1999-07-15	Cas4	A	0	0	0	No remarks	No remarks
1999-07-15	Cas4	B	0	0	0	No remarks	No remarks
1999-07-15	Cas4	C	0	0	0	No remarks	No remarks
1999-07-15	Cas4	D	0	0	0	No remarks	No remarks
1999-07-17	Cas5	A	70	0	0	No remarks	No remarks
1999-07-17	Cas5	B	90	1	0	No remarks	No remarks
1999-07-17	Cas5	C	98	11	0	No remarks	No remarks
1999-07-17	Cas5	D	82	0	0	No remarks	No remarks
1999-07-22	Cas1	A	2	50	4	No remarks	No remarks
1999-07-22	Cas1	B	2	50	7	No remarks	No remarks
1999-07-22	Cas1	C	1	47	3	No remarks	No remarks
1999-07-22	Cas1	D	2	26	2	No remarks	No remarks
1999-07-22	Cas2	A	0	0	0	No remarks	No remarks
1999-07-22	Cas2	B	0	0	0	No remarks	No remarks
1999-07-22	Cas2	C	5	0	0	No remarks	No remarks
1999-07-22	Cas2	D	2	0	0	No remarks	No remarks
1999-07-22	Cas3	A	0	0	0	No remarks	No remarks
1999-07-22	Cas3	B	0	0	0	No remarks	No remarks
1999-07-22	Cas3	C	0	0	0	No remarks	No remarks
1999-07-22	Cas3	D	0	0	0	No remarks	No remarks
1999-07-22	Cas4	A	0	0	0	No remarks	No remarks
1999-07-22	Cas4	B	0	0	0	No remarks	No remarks
1999-07-22	Cas4	C	0	0	0	No remarks	No remarks
1999-07-22	Cas4	D	0	0	0	No remarks	No remarks
1999-07-24	Cas5	A	40	47	0	No remarks	No remarks
1999-07-24	Cas5	B	38	40	0	No remarks	No remarks
1999-07-24	Cas5	C	22	80	0	No remarks	No remarks
1999-07-24	Cas5	D	44	47	0	No remarks	No remarks
1999-07-24	Cas6	A	0	0	0	No remarks	No remarks
1999-07-24	Cas6	B	0	0	0	No remarks	No remarks
1999-07-24	Cas6	C	0	0	0	No remarks	No remarks
1999-07-24	Cas6	D	0	0	0	No remarks	No remarks
1999-07-29	Cas1	A	0	13	54	No remarks	No remarks
1999-07-29	Cas1	B	0	10	65	No remarks	No remarks
1999-07-29	Cas1	C	0	2	56	No remarks	No remarks
1999-07-29	Cas1	D	0	3	24	Looked like some flowers were eaten	No remarks
1999-07-29	Cas2	A	0	1	0	No remarks	No remarks
1999-07-29	Cas2	B	0	1	0	No remarks	No remarks
1999-07-29	Cas2	C	1	5	0	No remarks	No remarks
1999-07-29	Cas2	D	0	2	0	No remarks	No remarks
1999-07-29	Cas3	A	1	4	0	No remarks	No remarks
1999-07-29	Cas3	B	0	4	0	No remarks	No remarks
1999-07-29	Cas3	C	0	4	0	No remarks	No remarks
1999-07-29	Cas3	D	0	0	0	No remarks	No remarks
1999-08-05	Cas1	A	0	0	50	No remarks	No remarks
1999-08-05	Cas1	B	0	0	50	No remarks	No remarks
1999-08-05	Cas1	C	0	0	50	No remarks	No remarks
1999-08-05	Cas1	D	0	0	30	No remarks	No remarks
1999-08-05	Cas3	A	0	2	1	No remarks	No remarks
1999-08-05	Cas3	B	0	3	0	No remarks	No remarks
1999-08-05	Cas3	C	0	2	0	No remarks	No remarks
1999-08-05	Cas3	D	0	1	0	No remarks	No remarks
1999-08-05	Cas4	A	0	0	0	No remarks	No remarks
1999-08-05	Cas4	B	0	0	0	No remarks	No remarks
1999-08-05	Cas4	C	0	0	1	No remarks	No remarks
1999-08-05	Cas4	D	0	0	5	No remarks	No remarks
1999-08-09	Cas6	A	0	0	0	No remarks	No remarks
1999-08-09	Cas6	B	0	0	0	No remarks	No remarks
1999-08-09	Cas6	C	1	0	0	No remarks	No remarks
1999-08-09	Cas6	D	2	0	0	No remarks	No remarks
1999-08-12	Cas1	A	1	0	67	No remarks	No remarks
1999-08-12	Cas1	B	1	0	68	No remarks	No remarks
1999-08-12	Cas1	C	0	0	50	No remarks	No remarks
1999-08-12	Cas1	D	1	0	30	No remarks	No remarks
1999-08-12	Cas2	A	0	0	1	No remarks	No remarks
1999-08-12	Cas2	B	0	0	0	No remarks	No remarks
1999-08-12	Cas2	C	0	0	7	No remarks	No remarks
1999-08-12	Cas2	D	0	0	2	No remarks	No remarks
1999-08-12	Cas4	A	0	0	0	No remarks	No remarks
1999-08-12	Cas4	B	0	0	0	No remarks	No remarks
1999-08-12	Cas4	C	0	0	0	No remarks	No remarks
1999-08-12	Cas4	D	0	0	1	No remarks	No remarks
1999-08-19	Cas1	A	0	0	26	No remarks	No remarks
1999-08-19	Cas1	B	0	0	36	No remarks	No remarks
